Unnamed: 0,objectid,redshift,sntype,sncode,sample,feature_amplitude_magn_g,feature_amplitude_magn_r,feature_anderson_darling_normal_magn_g,feature_anderson_darling_normal_magn_r,feature_beyond_1_std_magn_g,feature_beyond_1_std_magn_r,feature_beyond_2_std_magn_g,feature_beyond_2_std_magn_r,feature_cusum_magn_g,feature_cusum_magn_r,feature_inter_percentile_range_2_magn_g,feature_inter_percentile_range_2_magn_r,feature_inter_percentile_range_10_magn_g,feature_inter_percentile_range_10_magn_r,feature_inter_percentile_range_25_magn_g,feature_inter_percentile_range_25_magn_r,feature_kurtosis_magn_g,feature_kurtosis_magn_r,feature_linear_fit_slope_magn_g,feature_linear_fit_slope_magn_r,feature_linear_fit_slope_sigma_magn_g,feature_linear_fit_slope_sigma_magn_r,feature_magnitude_percentage_ratio_40_5_magn_g,feature_magnitude_percentage_ratio_40_5_magn_r,feature_magnitude_percentage_ratio_20_5_magn_g,feature_magnitude_percentage_ratio_20_5_magn_r,feature_mean_magn_g,feature_mean_magn_r,feature_median_absolute_deviation_magn_g,feature_median_absolute_deviation_magn_r,feature_percent_amplitude_magn_g,feature_percent_amplitude_magn_r,feature_median_buffer_range_percentage_10_magn_g,feature_median_buffer_range_percentage_10_magn_r,feature_median_buffer_range_percentage_20_magn_g,feature_median_buffer_range_percentage_20_magn_r,feature_percent_difference_magnitude_percentile_5_magn_g,feature_percent_difference_magnitude_percentile_5_magn_r,feature_percent_difference_magnitude_percentile_10_magn_g,feature_percent_difference_magnitude_percentile_10_magn_r,feature_skew_magn_g,feature_skew_magn_r,feature_standard_deviation_magn_g,feature_standard_deviation_magn_r,feature_stetson_k_magn_g,feature_stetson_k_magn_r,feature_weighted_mean_magn_g,feature_weighted_mean_magn_r,feature_anderson_darling_normal_flux_g,feature_anderson_darling_normal_flux_r,feature_cusum_flux_g,feature_cusum_flux_r,feature_excess_variance_flux_g,feature_excess_variance_flux_r,feature_kurtosis_flux_g,feature_kurtosis_flux_r,feature_mean_variance_flux_g,feature_mean_variance_flux_r,feature_skew_flux_g,feature_skew_flux_r,feature_stetson_k_flux_g,feature_stetson_k_flux_r,hostgal_snsep,hostgal_ellipticity,hostgal_sqradius,hostgal_mag_u,hostgal_mag_g,hostgal_mag_r,hostgal_mag_i,hostgal_mag_z,hostgal_mag_y,hostgal_magerr_u,hostgal_magerr_g,hostgal_magerr_r,hostgal_magerr_i,hostgal_magerr_z,hostgal_magerr_y,i-z,i-zErr,7DCD,orig_sample
226,21172727,-99,other,-99,unspecified,1.6374701739212565,1.5960133450495668,0.6754394994327112,1.0457238973792584,0.3333333333333333,0.25,0.0,0.0,0.4248911787720083,0.3948235899373132,3.274940347842513,3.1920266900991336,3.202149794624802,3.006812452461695,2.5470361928620946,1.4098464740837997,-1.6799758440912225,0.0469164162902355,-0.1227294402042091,-0.1053230465943886,0.0056281898379613,0.0055751197901277,0.1496265286965717,0.0279073364794273,0.8444146125324843,0.7336047983685547,19.81450760402356,19.851749297446776,0.3064961524586476,0.3509210706866295,2.8001616110832366,2.529272746552266,0.5,0.375,0.5,0.5,0.1591282695673987,0.1575370848779753,0.1555914006341925,0.1483961490688225,-0.9222372167505268,-1.2984763745650456,1.4423249642901854,1.2056742138079442,0.9660979692003993,0.9737272463886792,17.92432477892887,17.866713164732577,0.8267070913946111,1.5607151419523175,0.4185581915656662,0.3925370025619423,1.6001635653133772,1.7714937742434778,-0.5420568826839105,1.5415069536643493,1.2663995218651114,1.3350563660987338,1.1892987573029763,1.6744486798075549,0.8581225932754174,0.857669073758487,0.08281587,0.3122,0.2639,27.3379,26.437836,25.805262,24.369062,24.06066,24.104597,9.0,0.40996,0.15837,0.08175,0.12816,0.27491,0.3084020000000009,0.1520133155351859,1.4599617201283637,pool
227,21280567,-99,other,-99,unspecified,0.400466041249512,0.2194502703826,0.1029946981205478,0.4077085267862875,0.5,0.2,0.0,0.0,0.3444454249641339,0.4324639055427269,0.800932082499024,0.4389005407652,0.800932082499024,0.4389005407652,0.4662976188177126,0.3521367462816904,1.3756016086753124,-2.977753354903677,0.0728629104959333,0.0298728876741316,0.0923403622607321,0.0064143817960083,0.1315099442611447,0.3682103932822095,0.7493162485027309,0.8682103932822055,19.92515991083839,19.0295366169111,0.1735397773480667,0.0695518997547708,0.5196841053710948,0.3693486410104292,0.0,0.4,0.5,0.4,0.040317637672694,0.022917115853592,0.040317637672694,0.022917115853592,0.9597487788724792,-0.5624434255850053,0.338440856680182,0.2044627544095172,0.8403075901040776,0.983945596588766,19.849975866436047,18.915797126533644,0.0790427858835401,0.4215227299859785,0.353998993870993,0.4329521420372663,0.0484086249395739,0.0304158002087908,0.7294179905352891,-2.940136665044454,0.2873907152085913,0.1927284117406245,-0.4377736335728477,0.6028034138377344,0.8251494518527205,0.9902445757331348,0.20152502,0.3313,5.70087,26.53546,23.38562,21.89278,21.046997,20.588036,20.388752,0.61425,0.02748,0.01694,0.0164,0.01663,0.0182,0.4589610000000022,0.0233563032177611,2.511828582955918,pool
228,21484909,-99,other,-99,unspecified,0.1450565766714717,0.1456162494951893,0.5068527183372548,0.1606948941551333,0.3333333333333333,0.4,0.0,0.0,0.4173058358813558,0.3736546149355351,0.2901131533429435,0.2912324989903787,0.2855158418634111,0.2912324989903787,0.2441400962767375,0.1476463886773764,-1.7840263358801272,0.6116840368362038,0.0542368229565095,-0.0064975919361031,0.053377050301191,0.0079353838272436,0.2404431324446088,0.1713139025560273,0.8890738367088641,0.6713139025560334,19.42471076281049,19.20741332590117,0.0544873300302573,0.0623719271118616,0.2290871402642231,0.1904141395243428,0.0,0.2,0.3333333333333333,0.2,0.014894838891763,0.0151444402704553,0.0146588061127116,0.0151444402704553,-0.7849755407871939,-0.8077472253186692,0.1277416221276624,0.11077821357654,0.8866968506810379,0.8404426440688433,19.440466652178948,19.197985445766395,0.5351121329832914,0.1863808445420778,0.418991636117996,0.3722436908800999,-0.0010497029173217,0.0026873684542937,-1.7257597998217218,0.9480289113458582,0.1209539167517477,0.1045140905024435,0.8280014788510124,0.978555449319752,0.8503084568154522,0.8258644066807558,0.3534222,0.46134,1.28117,25.287401,26.640715,25.390018,25.048094,24.449427,24.67496,0.38417,0.3538,0.13861,0.13707,0.13798,0.3403,0.598666999999999,0.1944907846145929,1.1437702045976734,pool
229,21488571,-99,other,-99,unspecified,0.1673852602743011,1.5944126362715991,0.0955827987218115,0.6844583324726089,0.5,0.1428571428571428,0.0,0.0,0.3549105605790935,0.4440589835058498,0.3347705205486022,3.1888252725431983,0.3347705205486022,2.9823270401478084,0.2020628922228198,2.1040154709613823,0.9487103204130064,-1.8962929736814984,-0.0300013799452445,-0.053131908730349,0.0766454509143571,0.0083729730428914,0.1657380583791791,0.4274112057744619,0.7621517891174208,0.7085945633181311,19.853073913143103,20.17096671964477,0.0768658978420564,0.3431919940350951,0.2157163568130116,2.845633278508103,0.0,0.2857142857142857,0.0,0.4285714285714285,0.0168829526259568,0.1652665489353214,0.0168829526259568,0.1545644102753338,0.8989098571027022,0.5709846162969271,0.1423336712587005,1.3138762248505336,0.8659445726843006,0.8511355323387622,19.81463352894654,19.179685840233464,0.0844947260514763,0.6295741582279984,0.3597229173409344,0.4473036777043333,-0.0059012160949501,0.5845299783813811,0.6111921767039856,-2.456836468929859,0.1270963661391593,0.775288445842031,-0.697376328916136,-0.2115767763783097,0.8672784456240366,0.9879849897377568,1.0538588,0.4638,17.8438,24.26852,22.827974,21.464487,20.797396,20.289696,19.969893,0.02803,0.01646,0.01561,0.016,0.01566,0.01602,0.5076999999999998,0.0223882915828787,3.373826456810159,pool
230,21612040,-99,other,-99,unspecified,0.1912137482316218,0.1235345093756166,0.2979030387940939,0.2489827454919663,0.2,0.4,0.0,0.0,0.2835441800230949,0.360098510402811,0.3824274964632437,0.2470690187512332,0.3824274964632437,0.2470690187512332,0.2808323005287576,0.1305440936933024,-1.483508062745449,0.4951670721698225,0.0300351283839017,-0.0452698711721618,0.1255676214810374,0.0497775852679462,0.3228941923649037,0.1855806374891244,0.8228941923649037,0.6855806374891245,20.134878648163657,19.080036884807505,0.0730472494542411,0.0900844882332663,0.3093802470090026,0.1358135689712725,0.2,0.4,0.2,0.4,0.0190601584937661,0.0129577653475048,0.0190601584937661,0.0129577653475048,0.7999433710222305,-0.837059672283452,0.1683945391086755,0.0976269386449029,0.929943063130766,0.7907303992443929,20.120110853595044,19.074674362542822,0.2863528715386012,0.2666425029290684,0.2753130259110407,0.351343941462482,-0.0338089407244344,5.764711762099967e-05,-1.842488335567592,0.903609266497046,0.1488260752233575,0.0919165540342812,-0.6970037287714809,0.98138119938165,0.947556667177482,0.8279740804243015,1.6125224,0.1232,5.2589,24.544256,25.691061,24.657408,23.759212,22.842196,22.274576,0.53598,0.13163,0.05636,0.03845,0.03271,0.04475,0.9170160000000004,0.050481150937751,6.209168942961917,pool
231,21828565,-99,other,-99,unspecified,0.0781535583188635,0.1870111475872455,0.3086054038350385,0.5026343153984701,0.2,0.1666666666666666,0.0,0.0,0.3044610341216971,0.4447754411209172,0.156307116637727,0.3740222951744911,0.156307116637727,0.370473307009096,0.0931269884260359,0.338532538291048,-0.1692176395445885,-2.840800699820008,0.0057882867828252,-0.0256201511644861,0.0049448543458666,0.0043329822551376,0.2305299567895964,0.627216837021291,0.7305299567895964,0.9335792970706016,18.600740039629056,18.03744651347244,0.023560333494391,0.1469233406183185,0.132746783143336,0.2256152663776944,0.4,0.0,0.4,0.0,0.0084186444853482,0.0207598293934829,0.0084186444853482,0.0205628454441738,1.0764775257321626,0.1499736681035066,0.0648925978750388,0.1752942777330178,0.86972956565736,0.8863097353039293,18.62309811108145,17.968394935425586,0.2991703070884434,0.5140918355785825,0.3012355467803568,0.4467498897700624,-0.0061160716686594,0.0200802095956102,-0.3773428794388307,-2.9161949079863145,0.0585958389924677,0.1591680244911263,-1.0244826419235415,-0.1051449667574199,0.8706792694464963,0.9117352290289572,1.0804646,0.9986,61.0976,22.01438,20.968061,20.085077,19.667612,19.430256,19.197817,0.03003,0.01628,0.01589,0.01562,0.01558,0.01605,0.2373559999999983,0.0220617497039559,1.1992649251842056,pool
232,21965426,-99,other,-99,unspecified,0.9768307753500364,0.474645837126082,0.3678925549607538,0.603863761540639,0.2,0.1666666666666666,0.0,0.0,0.3324536852439466,0.4457138915663948,1.9536615507000723,0.949291674252164,1.9536615507000723,0.9246336622156832,0.8711029412057805,0.7027124639668081,2.527183532648205,-2.696755599720372,0.0122524663587633,0.0200846417747625,0.0010591196442849,0.0006459282420603,0.1305881438859019,0.7085740578437969,0.6305881438859029,0.8181745327737668,16.360835554905393,16.067987059629917,0.5060816760540536,0.33965217311522,1.3299338977028583,0.6053689152692954,0.4,0.0,0.4,0.0,0.1197098228285344,0.0592600330928809,0.1197098228285344,0.0577207436954071,1.50525201321052,0.1987132482306143,0.7754916622221145,0.4340053544038181,0.8881266125002629,0.8914490142201031,15.950550254236788,15.826365341169836,0.2172825905433049,0.6736493114079654,0.3784252933710071,0.4515631429451807,0.2663142161714504,0.1409385999362028,-0.3767928509480143,-3.0552439514441763,0.516379278614634,0.375724144550668,-0.475408799940028,-0.0892821314658635,0.8287560184715099,0.9379600818160232,1.0339817,0.2766,18.9793,21.88736,20.249813,19.150711,18.71039,18.366468,18.107712,0.03104,0.01604,0.01578,0.0161,0.01566,0.01574,0.3439219999999992,0.0224598664288103,1.4288300840525738,pool
233,21987538,-99,other,-99,unspecified,3.5933131661661726,1.375486452707797,1.7130841852487728,0.5236516704447727,0.1428571428571428,0.3333333333333333,0.1428571428571428,0.0,0.3220110660506954,0.4104202879441124,7.186626332332345,2.750972905415594,5.916218457012072,2.7198112385105944,0.6608780593392112,2.4393573069689154,6.724350718833074,-1.9830470262637867,-0.0061577941255001,-0.0255102310429172,0.002046288484677,0.001841502284664,0.0136095700157626,0.3665671023930524,0.204518559256009,0.9207077369167485,19.40223531078508,18.756117973452103,0.1625787577886548,0.5575694718063549,7.022245950546843,2.1768896370883013,0.7142857142857143,0.0,0.8571428571428571,0.0,0.3913438349057211,0.1506327908516125,0.3221644638306544,0.1489264967458989,2.5819074427540114,0.6763511334727988,2.654735897335998,1.2542050393660598,0.674515603565862,0.8334095518831476,18.30206645644825,17.861392754465335,0.7911416421558721,0.4609301910706804,0.384260236543991,0.4382010943285661,0.2556770751489443,0.5664323806537682,2.0164678900759085,-2.672815812810577,0.5078516550391328,0.7539136096006028,-1.6186092830238117,-0.208582651780211,0.8256532099624213,0.9602853465607356,0.1109049,0.5685,0.5468,25.778873,26.057014,25.659966,25.343496,24.88947,24.828735,0.54794,0.14504,0.10493,0.13761,0.14932,0.26969,0.4540259999999989,0.2030590419065351,0.8636379709737502,pool
234,22160315,-99,other,-99,unspecified,0.5649888653674999,0.6051024933628462,0.4888305365180516,0.6420294053040915,0.5,0.5,0.0,0.0,0.4238834683503314,0.4361146245445819,1.129977730735,1.2102049867256923,1.0779515737935768,1.1575144986651011,0.8508791510989759,0.966076210870714,-1.8348334321785156,-1.9794007833202143,0.0310239669454628,-0.0106005866501056,0.0016817946571895,0.0014270129154784,0.229992132190743,0.2464191149209727,0.8278231179983302,0.8435524132224741,18.28492596716926,18.01116281883297,0.3990740516362621,0.3318279372591171,0.6544768520161526,0.8636320695444262,0.25,0.25,0.25,0.25,0.0614190283392838,0.067864130871383,0.0585911885326614,0.0649094296293268,-0.1874684868810394,0.443445784149353,0.4508274770687952,0.5014674069345179,0.9487161756686322,0.8759071982164791,17.90820013915441,17.695677020608564,0.6717906324817716,0.5058579349693607,0.4383956295533798,0.4221991882823595,0.169763859482485,0.1679795008403798,-2.026492432717702,-1.943389783398742,0.4135623127398004,0.4111501287474872,0.438893549011586,-0.1955541703156866,0.9551375522772352,0.8839607812048181,0.2677726,0.0236,4.384,25.445465,23.706131,21.997145,21.27413,20.853725,20.621525,0.21455,0.02028,0.01614,0.0158,0.01629,0.01748,0.4204049999999988,0.0226937017694337,9.919682221638466,pool
235,22198410,-99,other,-99,unspecified,0.4052227145961034,1.2883972412778792,0.1024571383368049,0.2854154265982812,0.5,0.2,0.0,0.0,0.412048159779016,0.415309911660314,0.8104454291922067,2.5767944825557585,0.8104454291922067,2.5767944825557585,0.6154030705739224,2.267809708102209,-3.423589647368443,-2.787295728603632,-0.3069210621946538,-0.1986804681781236,0.1427638070054374,0.0495991169995952,0.4149429283181206,0.4200596512332668,0.8556035956400873,0.9200596512332662,20.18328137769045,20.54437045980396,0.2884880007595285,0.9062160372261054,0.4436497836509687,1.670578445329653,0.0,0.2,0.0,0.2,0.0401925561595946,0.1269258778566526,0.0401925561595946,0.1269258778566526,0.1772151267367271,0.3019814775160412,0.3733805478611792,1.2001665418182803,0.8736710797709218,0.9232703430375776,19.99476009452153,19.54876506807947,0.1030522835201257,0.3207597063242199,0.4136371167323406,0.4172958276607549,0.0492577138538655,0.6446201638742701,-3.603377857051381,-3.006008065023748,0.3319181442838294,0.8350665398123498,0.0716403538943467,0.2492201656983551,0.9298121862545716,0.8927820958408499,0.038634367,0.1591,5.8136,24.702612,23.114563,21.546513,20.792986,20.285465,20.072134,0.34559,0.02308,0.01659,0.01618,0.01586,0.01724,0.5075210000000006,0.0226568311994418,5.222856749658405,pool
236,22203055,-99,other,-99,unspecified,0.444835067567066,1.361354768839683,0.3333183642966658,0.4043891348007069,0.5,0.2857142857142857,0.0,0.0,0.4265491452566683,0.4249769231915958,0.8896701351341321,2.722709537679366,0.8609133958529114,2.4738194438307524,0.602103834821083,1.462241765701581,-1.7962693049839338,-1.0603713875259668,-0.0145454274854022,0.0103290224418003,0.0005586857435872,0.0004603025593922,0.4553190302151177,0.3635834832729749,0.7737404598407944,0.5886432040355692,17.87929825124928,17.279875222648617,0.3010519174105415,0.7184960899596788,0.5057216973327918,2.004213447719687,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0497405413197386,0.1541920046570055,0.0481327816322418,0.1400969049121765,0.2513642359186119,-0.6138734656719191,0.3663053109817946,1.0073150162434106,0.9239840557090592,0.9259074066247488,17.780627557759416,16.14461059988469,0.3596623932603987,0.7646942065636552,0.4310862936093055,0.3699918766642647,0.1026324831990236,1.00537204972462,-2.252276433727808,2.966982852548753,0.3222946242103724,1.0028809673196069,0.0231442779563655,1.710614192084205,0.9162343520134508,0.8090827391948178,1.9260616,0.2015,47.1592,22.859177,21.801153,20.691977,20.292702,19.940598,19.80532,0.08146,0.01723,0.01627,0.0165,0.01613,0.01738,0.3521039999999971,0.0230743775647361,0.9024676031223458,pool
237,22393477,-99,other,-99,unspecified,2.96770811423084,3.107809633501857,0.2997877424085815,0.3019523771369849,0.25,0.25,0.0,0.0,0.3736587240123696,0.3737954353145938,5.93541622846168,6.215619267003714,5.93541622846168,6.215619267003714,2.9795932916830914,3.127512395356568,3.8665177924226697,3.879529931533249,-0.2281661169784622,-0.2252237446824046,0.0088084737778359,0.0088700320976371,0.0032038672423018,0.0050718070769541,0.701201492666406,0.7019019702583067,18.533169093719664,18.553042423552306,0.2575877702046494,0.2599093032793984,5.432125865504634,5.71550342229963,0.5,0.5,0.75,0.75,0.3430686016061727,0.3603425595413129,0.3430686016061727,0.3603425595413129,1.9564239001852983,1.9608971977146623,2.809995271064981,2.9505821306965734,0.9126518465990576,0.8852495262295855,17.073334168292185,17.01747454819227,0.1385636645321778,0.135673926129893,0.3397172814571446,0.3401542827617855,0.5331510454791628,0.5335741937533902,1.9446391217251036,1.949932726574856,0.7304087713465391,0.730724574376534,-0.8926831736195308,-0.906309963733893,0.968155211672169,0.8981113818202684,0.10726768,0.0744,2.9726,23.783812,23.767902,23.54547,23.220911,22.522442,22.431435,0.08119,0.0247,0.02166,0.02379,0.02308,0.03989,0.6984689999999993,0.0331458971820042,14.80472049936489,pool
238,22487530,-99,other,-99,unspecified,1.048504123323573,0.5323588089922477,0.650851621407005,1.2261855449147334,0.4285714285714285,0.3333333333333333,0.0,0.0,0.4484357478536892,0.4364285380621321,2.097008246647146,1.0647176179844955,2.045965389024154,1.0312762256801695,1.7737730027664789,0.9144656450299776,-2.53141922079059,-1.671132808072508,0.0570185014534358,0.0310178450365193,0.0026176104480881,0.0012145116460213,0.5239833223785951,0.193245861196871,0.8904664246982602,0.8964393892001337,18.682518884658005,17.747622038827988,0.5771140874129799,0.0708450782644405,1.5198941592341662,0.993872539720055,0.1428571428571428,0.4444444444444444,0.1428571428571428,0.5555555555555556,0.1148040396885611,0.0610790750796256,0.1120096175580155,0.0591606609604062,0.292003814232247,0.7755541138041043,0.9437650049728707,0.469424881209202,0.9140988404793816,0.8722252880559882,18.013762300729102,17.521194375880537,0.5225511563731269,1.1104712503346057,0.4324556018588517,0.4312391528996418,0.4702257789670449,0.132450239138761,-2.269559007304585,-1.7850549199844616,0.6873475088501235,0.3650993401459358,0.0051895601867484,-0.6835666669341788,0.9511118419429094,0.9162351511362544,1.673603,0.251,32.3975,22.99803,20.950783,19.54487,18.893011,18.41009,18.050074,0.03122,0.01567,0.01593,0.01582,0.01628,0.0157,0.482921000000001,0.0227004581451564,4.508556171592442,pool
239,22510381,-99,other,-99,unspecified,1.3819941133926363,0.129108688697304,0.1487923090221807,0.1923571206294806,0.4,0.2,0.0,0.0,0.3666238363842859,0.3927897568483285,2.7639882267852727,0.2582173773946081,2.7639882267852727,0.2582173773946081,1.3126470846103686,0.1830391668235726,0.7039566028022275,-1.3610556856843443,0.0245409579149587,0.0065902773036161,0.0497932599849958,0.0068034705906642,0.1499403463178708,0.3059045926612329,0.6499403463178696,0.8059045926612192,21.6830001343058,19.34564191058053,0.5456015087719592,0.0835997690400205,1.709896237856675,0.1617117583474758,0.2,0.2,0.2,0.2,0.1285613470004666,0.0133553035648837,0.1285613470004666,0.0133553035648837,0.6094985550192928,0.5043712582562483,1.0300702432314246,0.1088099692384718,0.8668961539640336,0.8911936249373321,21.09960319267049,19.341530906788982,0.2292617952248761,0.1887490014313643,0.3527143173467518,0.3919230647326101,-0.0795963236138054,-0.0102732457122233,1.7563523837864885,-1.6217937977337833,0.807681840280374,0.0985780076933262,1.1999325333335913,-0.3968939052287237,0.8633192819242451,0.9098272013631196,0.044114247,0.7485,2.8574,24.28442,24.544704,24.194286,23.751366,23.05004,22.946104,0.18085,0.06185,0.04303,0.04482,0.0452,0.09095,0.7013260000000017,0.0636543195706308,7.224573577154033,pool
240,22631296,-99,other,-99,unspecified,0.3319616862831349,0.1152220706177686,0.242871775243475,0.0681525749573473,0.25,0.5,0.0,0.0,0.3693670191115217,0.3806205114175037,0.6639233725662699,0.2304441412355373,0.6639233725662699,0.2304441412355373,0.3862512408380851,0.1494723673664104,3.3502341679730208,-0.7260050980625632,0.0199278112879083,-0.0086583816134569,0.0027218878909277,0.0025276880090076,0.130833313968681,0.2378037445584626,0.7490625271361105,0.7891764098881248,18.39783381064532,18.1178504469782,0.0604217771234054,0.0726375615951706,0.5973693728744109,0.1194193147938378,0.0,0.0,0.5,0.0,0.0363492279416069,0.0127206501536921,0.0363492279416069,0.0127206501536921,1.8301160215896783,0.1073649676982718,0.3145012315233801,0.0981767685152746,0.8063229652454762,0.8404322974760037,18.252754587258472,18.10803807441389,0.2168462506369013,0.0678255813846608,0.3658028087573022,0.3808456154787441,0.0615286880739876,0.0065763082229206,2.9311723342948426,-0.7446890406866231,0.2505165949847514,0.0901341018651945,-1.7290835498852049,0.0350225657069497,0.7959489096369567,0.8517827018957542,0.24364828,0.28593,3.75275,24.36791,23.638405,22.809624,22.4218,22.241846,22.115255,0.36532,0.03199,0.02056,0.02095,0.02686,0.04557,0.1799540000000021,0.0340640881281152,0.1490295669374834,pool
241,22763621,-99,other,-99,unspecified,0.0165600380989427,0.0695549494409526,0.6867880862113751,0.3826634387311152,0.2857142857142857,0.3333333333333333,0.0,0.0,0.3292855802613879,0.441398642508804,0.0331200761978855,0.1391098988819052,0.0309325346053874,0.1348690929335632,0.0172596196032479,0.0967019220289557,0.0388282578691026,-2.562211064887283,-0.0010235353291484,-0.0091692970558662,0.0005532913958286,0.0009485747117746,0.0526549579559252,0.5530230800062477,0.7027806683777117,0.7866033889522711,16.54274767892954,16.46392595435472,0.0042049353873672,0.0483509610144778,0.0266372722709746,0.0756322151116393,0.4285714285714285,0.0,0.4285714285714285,0.0,0.0020026682551198,0.0084474554762107,0.0018703944017061,0.0081899323256671,1.2203807564275533,-0.0834919430429557,0.0124912126899797,0.0586291705719589,0.8398216401275447,0.9282026434470474,16.54218190482899,16.463837331936862,0.6814237345374643,0.3815504984211048,0.3294044008879757,0.4409149499721858,-5.39703364254349e-06,0.0027296155025553,0.0145319376174333,-2.5384449192584424,0.0114470478582472,0.0540468882419925,-1.2125074611418631,0.1100927721083662,0.8446787102642542,0.9284366586855252,0.069953606,0.3611,13.5643,24.607946,23.979006,22.988518,22.47771,22.247665,21.983374,0.27775,0.03927,0.02219,0.02121,0.02597,0.04247,0.2300449999999969,0.0335306576135929,0.634597433707352,pool
242,22947607,-99,other,-99,unspecified,0.5822532548413779,1.8334732980162516,0.1526229490102674,0.842183604451406,0.3333333333333333,0.1428571428571428,0.0,0.1428571428571428,0.3654535260947916,0.337718683420071,1.1645065096827558,3.666946596032503,1.1029910094717756,3.116525080555561,0.5493524140446091,0.865493563747517,0.0679910846087299,4.32430810738831,0.004508950331203,8.016977196513968e-05,0.0059137854796015,0.0060984341920165,0.1478061994932975,0.1369567442251611,0.6302228952391079,0.3245350308008742,19.72750156319768,20.03979516215773,0.2746762070223045,0.4164080189997321,0.7034847702894851,3.2505385770327706,0.0,0.4285714285714285,0.3333333333333333,0.4285714285714285,0.0588830012583668,0.1886724179456383,0.0557724842743793,0.1603520278077786,-0.5762762392309918,1.9991468358634192,0.4132052899808874,1.2486112620555343,0.8822606777987844,0.813178641795487,19.41322450648888,19.325376351405456,0.3027521285514118,0.3000359085275254,0.3693888670766886,0.4084948601428599,0.1508553597319063,0.3320931699569625,1.472189431146746,-0.4638863251270777,0.4061970885461045,0.5926376907759126,1.2344033990632208,-0.3389882853509176,0.7821429229077947,0.8712166539734985,0.89057624,0.35953,25.38212,23.269129,22.828917,22.10493,21.44441,21.24518,21.07117,0.06831,0.0194,0.01691,0.01631,0.01779,0.02241,0.19923,0.0241350409156479,5.328210924413264,pool
243,22976765,-99,other,-99,unspecified,0.2821660397069472,0.0656800178689174,1.1422198199112614,0.8090664202525382,0.25,0.25,0.0,0.0,0.4155309815746404,0.3868747475353537,0.5643320794138944,0.1313600357378348,0.5531155427906604,0.1250627628820524,0.377058514692937,0.0694957924859309,-0.731918879057293,-0.4048759303488882,0.029490783078643,0.0042729447249216,0.0011578974093946,0.0009036752123173,0.1234631358409098,0.1951145884090229,0.8806280214245019,0.7779723245859862,16.86391700401191,16.413745389819155,0.024109111745826,0.0166076223601567,0.5326650270549003,0.1022255387401926,0.5,0.0,0.625,0.25,0.0337614774719964,0.0080120186901876,0.0330904419907025,0.0076279302759728,1.0983573670713729,1.1106204739686143,0.2430250414078533,0.0508167112947093,0.8603994210591683,0.8516306536212538,16.829389932119486,16.418979585798468,1.0841187024296413,0.7778356167864097,0.42324112940004,0.3854148847286552,0.0403834871682505,0.0018210934874946,-0.9559778324926382,-0.4503980352059074,0.20226268219779,0.0458835627070483,-1.0151950370251457,-1.081498695298564,0.90194441628724,0.8743741871988774,0.14051361,0.10681,13.39534,22.33458,21.178207,20.237818,19.894886,19.604269,19.476597,0.03418,0.01592,0.01546,0.01579,0.01588,0.01665,0.290617000000001,0.0223941621857125,0.5687615123189685,pool
244,23002513,-99,other,-99,unspecified,0.6846088368405354,0.2512789571948701,0.2718333869647208,0.2483130373617205,0.4,0.5,0.0,0.0,0.4142215441454276,0.3637696214261725,1.3692176736810708,0.5025579143897403,1.3692176736810708,0.4794432971705831,0.976090541928702,0.271411854847372,-2.2358915410858016,0.0953991755029841,0.0659770140065078,0.0238279193518381,0.0127639338492006,0.0057406529091213,0.3085879553416993,0.1258514394251943,0.8085879553416968,0.6780425812972063,20.19100285152821,19.188929931858898,0.4892380873387942,0.135705927423686,0.8799795863422766,0.2931338604634064,0.4,0.3333333333333333,0.4,0.3333333333333333,0.0670670424825153,0.0261971699597976,0.0670670424825153,0.0249922589664423,-0.1298858918129164,-0.5548669166995567,0.5887958031460745,0.1864934973644565,0.9395277225057918,0.8164090910477259,19.71371798909153,19.119892798618103,0.3459416718967519,0.2838825194676235,0.4283444194821669,0.3547851827586916,0.2506913779953843,0.0251593307395842,-2.821481118544339,0.8781329618770704,0.5259886731947939,0.1771441299432188,0.4707049488601639,0.883891454868297,0.9690127149310044,0.7889806731440014,4.655255,0.66042,16.82879,24.288532,22.96525,21.62425,20.619417,20.254135,19.970337,0.18594,0.02086,0.01669,0.01599,0.01605,0.0164,0.365281999999997,0.0226557409942822,1.4809326600846895,pool
